7,5
7,6
7,7
6,7
5,7
4,7
3,7
3,6
3,5
3,4
3,3
4,3
5,3
6,3
7,3
8,3
9,3
9,4
9,5
9,6
9,7
10,7
11,7
11,6
11,5
12,5
13,5
13,4
13,3
13,2
13,1
12,1
11,1
10,1
9,1
8,1
7,1
6,1
5,1
4,1
3,1
2,1
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
2,9
3,9
4,9
5,9
6,9
7,9
7,10
7,11
6,11
5,11
5,12
5,13
6,13
7,13
8,13
9,13
10,13
11,13
11,12
11,11
11,10
11,9
12,9
